date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:19:43	10149/10149	---M--	200	added ('OK')	image/png	etag:%2227a5-64d7438f-9534f6176c3c19d4;;;%22	https://themedox.com/demo/madexry/assets/img/logo/w_logo.png	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/img/logo/w_logo.png	(from https://themedox.com/demo/madexry/index.html)
14:19:43	14359/14359	---M--	200	added ('OK')	image/png	etag:%223817-64d7438f-64bcc85f6ea485ef;;;%22	https://themedox.com/demo/madexry/assets/img/logo/logo.png	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/img/logo/logo.png	(from https://themedox.com/demo/madexry/index.html)
14:19:44	88187/88187	---M-Z	200	added ('OK')	text/html	etag:%221587b-64d74384-96e3ed83fcc1944c;gz%22	https://themedox.com/demo/madexry/index-2.html	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/index-2.html	(from https://themedox.com/demo/madexry/index.html)
14:19:44	66709/66709	---M-Z	200	added ('OK')	text/html	etag:%2210495-64d74384-f32698f4ece29d02;gz%22	https://themedox.com/demo/madexry/index-3.html	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/index-3.html	(from https://themedox.com/demo/madexry/index.html)
14:19:44	62591/62591	---M-Z	200	added ('OK')	text/html	etag:%22f47f-64d74384-5f69eed0490f5c27;gz%22	https://themedox.com/demo/madexry/index-4.html	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/index-4.html	(from https://themedox.com/demo/madexry/index.html)
14:19:44	44805/44805	---M-Z	200	added ('OK')	text/html	etag:%22af05-64d74385-1092e6e8f4887d6a;gz%22	https://themedox.com/demo/madexry/services.html	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/services.html	(from https://themedox.com/demo/madexry/index.html)
14:19:44	41454/41454	---M-Z	200	added ('OK')	text/html	etag:%22a1ee-64d74385-101afea6bd11df78;gz%22	https://themedox.com/demo/madexry/services-details.html	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/services-details.html	(from https://themedox.com/demo/madexry/index.html)
14:19:45	34823/34823	---M-Z	200	added ('OK')	text/html	etag:%228807-64d74385-6fc451296fb593f5;gz%22	https://themedox.com/demo/madexry/project.html	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/project.html	(from https://themedox.com/demo/madexry/index.html)
14:19:45	35402/35402	---M-Z	200	added ('OK')	text/html	etag:%228a4a-64d74384-c0c80350130c3bdf;gz%22	https://themedox.com/demo/madexry/project-2.html	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/project-2.html	(from https://themedox.com/demo/madexry/index.html)
14:19:45	42079/42079	---M-Z	200	added ('OK')	text/html	etag:%22a45f-64d74384-d7e78c0224f936d1;gz%22	https://themedox.com/demo/madexry/project-details.html	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/project-details.html	(from https://themedox.com/demo/madexry/index.html)
14:19:45	64148/64148	---M-Z	200	added ('OK')	text/html	etag:%22fa94-64d74384-7abb4f7d29b6afd;gz%22	https://themedox.com/demo/madexry/about.html	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/about.html	(from https://themedox.com/demo/madexry/index.html)
14:19:46	39901/39901	---M-Z	200	added ('OK')	text/html	etag:%229bdd-64d74385-cd32dd448ee85f12;gz%22	https://themedox.com/demo/madexry/team.html	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/team.html	(from https://themedox.com/demo/madexry/index.html)
14:19:46	42677/42677	---M-Z	200	added ('OK')	text/html	etag:%22a6b5-64d74385-5e3a9eac41b4f1a3;gz%22	https://themedox.com/demo/madexry/team-details.html	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/team-details.html	(from https://themedox.com/demo/madexry/index.html)
14:19:46	34547/34547	---M-Z	200	added ('OK')	text/html	etag:%2286f3-64d74384-ae6de08e1f19f7b8;gz%22	https://themedox.com/demo/madexry/faq.html	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/faq.html	(from https://themedox.com/demo/madexry/index.html)
14:19:47	17643/17643	---M-Z	200	added ('OK')	text/html	etag:%2244eb-64d74384-3fc8b6d1d968d0df;gz%22	https://themedox.com/demo/madexry/error.html	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/error.html	(from https://themedox.com/demo/madexry/index.html)
14:19:47	42665/42665	---M-Z	200	added ('OK')	text/html	etag:%22a6a9-64d74384-8f6222ff602fae62;gz%22	https://themedox.com/demo/madexry/machinery.html	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/machinery.html	(from https://themedox.com/demo/madexry/index.html)
14:19:48	41715/41715	---M-Z	200	added ('OK')	text/html	etag:%22a2f3-64d74384-89df18290f83583e;gz%22	https://themedox.com/demo/madexry/Machinery-2.html	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/Machinery-2.html	(from https://themedox.com/demo/madexry/index.html)
14:19:48	35414/35414	---M-Z	200	added ('OK')	text/html	etag:%228a56-64d74383-fb9504864556de83;gz%22	https://themedox.com/demo/madexry/Machinery-3.html	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/Machinery-3.html	(from https://themedox.com/demo/madexry/index.html)
14:19:48	40042/40042	---M-Z	200	added ('OK')	text/html	etag:%229c6a-64d74384-1b8c960d93eccfd5;gz%22	https://themedox.com/demo/madexry/Machinery-4.html	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/Machinery-4.html	(from https://themedox.com/demo/madexry/index.html)
14:19:48	46647/46647	---M-Z	200	added ('OK')	text/html	etag:%22b637-64d74384-9787cc0d234e4d98;gz%22	https://themedox.com/demo/madexry/Machinery-details.html	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/Machinery-details.html	(from https://themedox.com/demo/madexry/index.html)
14:19:48	33476/33476	---M-Z	200	added ('OK')	text/html	etag:%2282c4-64d74384-c006a7300a05b0de;gz%22	https://themedox.com/demo/madexry/contact.html	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/contact.html	(from https://themedox.com/demo/madexry/index.html)
14:19:49	212095/212095	---M--	200	added ('OK')	image/jpeg	etag:%2233c7f-64d74392-557564ff1cfe4ed2;;;%22	https://themedox.com/demo/madexry/assets/img/slider/h2_slider_bg01.jpg	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/img/slider/h2_slider_bg01.jpg	(from https://themedox.com/demo/madexry/index.html)
14:19:49	65525/65525	---M--	200	added ('OK')	image/jpeg	etag:%22fff5-64d74392-25ca874d5f909f81;;;%22	https://themedox.com/demo/madexry/assets/img/services/services_img01.jpg	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/img/services/services_img01.jpg	(from https://themedox.com/demo/madexry/index.html)
14:19:49	283968/283968	---M--	200	added ('OK')	image/jpeg	etag:%2245540-64d74392-d00196c4a36162f7;;;%22	https://themedox.com/demo/madexry/assets/img/slider/h2_slider_bg02.jpg	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/img/slider/h2_slider_bg02.jpg	(from https://themedox.com/demo/madexry/index.html)
14:19:50	66119/66119	---M--	200	added ('OK')	image/jpeg	etag:%2210247-64d74392-bd3b9286ce8afa66;;;%22	https://themedox.com/demo/madexry/assets/img/services/services_img02.jpg	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/img/services/services_img02.jpg	(from https://themedox.com/demo/madexry/index.html)
14:19:50	107355/107355	---M--	200	added ('OK')	image/jpeg	etag:%221a35b-64d74392-40c5f192001b1801;;;%22	https://themedox.com/demo/madexry/assets/img/services/services_img03.jpg	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/img/services/services_img03.jpg	(from https://themedox.com/demo/madexry/index.html)
14:19:50	56408/56408	---M--	200	added ('OK')	image/jpeg	etag:%22dc58-64d74392-291a2f8c70460752;;;%22	https://themedox.com/demo/madexry/assets/img/services/services_img04.jpg	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/img/services/services_img04.jpg	(from https://themedox.com/demo/madexry/index.html)
14:19:51	110005/110005	---M--	200	added ('OK')	image/png	etag:%221adb5-64d74392-9434d9d2ee908f6a;;;%22	https://themedox.com/demo/madexry/assets/img/services/services_shape.png	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/img/services/services_shape.png	(from https://themedox.com/demo/madexry/index.html)
14:19:51	83720/83720	---M--	200	added ('OK')	image/jpeg	etag:%2214708-64d7438e-2e1c17e3343b72b3;;;%22	https://themedox.com/demo/madexry/assets/img/images/consultation_img.jpg	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/img/images/consultation_img.jpg	(from https://themedox.com/demo/madexry/index.html)
14:19:51	83581/83581	---M--	200	added ('OK')	image/jpeg	etag:%221467d-64d7438e-28a712e5c0743e46;;;%22	https://themedox.com/demo/madexry/assets/img/images/about_img01.jpg	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/img/images/about_img01.jpg	(from https://themedox.com/demo/madexry/index.html)
14:19:51	57416/57416	---M--	200	added ('OK')	image/jpeg	etag:%22e048-64d7438e-b543e141b367f14c;;;%22	https://themedox.com/demo/madexry/assets/img/images/about_img02.jpg	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/img/images/about_img02.jpg	(from https://themedox.com/demo/madexry/index.html)
14:19:51	178431/178431	---M--	200	added ('OK')	image/jpeg	etag:%222b8ff-64d7438a-b6649612d4b12e83;;;%22	https://themedox.com/demo/madexry/assets/img/bg/area_bg.jpg	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/img/bg/area_bg.jpg	(from https://themedox.com/demo/madexry/index.html)
14:19:51	83076/83076	---M--	200	added ('OK')	image/jpeg	etag:%2214484-64d7438f-43f230d98c597ea;;;%22	https://themedox.com/demo/madexry/assets/img/project/h2_project_img01.jpg	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/img/project/h2_project_img01.jpg	(from https://themedox.com/demo/madexry/index.html)
14:19:52	80383/80383	---M--	200	added ('OK')	image/jpeg	etag:%22139ff-64d7438f-7623a0e62dc33aae;;;%22	https://themedox.com/demo/madexry/assets/img/project/h2_project_img02.jpg	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/img/project/h2_project_img02.jpg	(from https://themedox.com/demo/madexry/index.html)
14:19:52	99011/99011	---M--	200	added ('OK')	image/jpeg	etag:%22182c3-64d7438f-879373a7daf90d8d;;;%22	https://themedox.com/demo/madexry/assets/img/project/h2_project_img03.jpg	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/img/project/h2_project_img03.jpg	(from https://themedox.com/demo/madexry/index.html)
14:19:52	88411/88411	---M--	200	added ('OK')	image/png	etag:%221595b-64d7438e-287e8d7e9a9af381;;;%22	https://themedox.com/demo/madexry/assets/img/images/map_shape.png	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/img/images/map_shape.png	(from https://themedox.com/demo/madexry/index.html)
14:19:52	115023/115023	---M--	200	added ('OK')	image/png	etag:%221c14f-64d7438e-aae0d4d656012211;;;%22	https://themedox.com/demo/madexry/assets/img/images/faq_img.png	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/img/images/faq_img.png	(from https://themedox.com/demo/madexry/index.html)
14:19:52	3787/3787	---M--	200	added ('OK')	image/png	etag:%22ecb-64d7438f-6dad127ccc856cd2;;;%22	https://themedox.com/demo/madexry/assets/img/images/testi_avatar01.png	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/img/images/testi_avatar01.png	(from https://themedox.com/demo/madexry/index.html)
14:19:53	3964/3964	---M--	200	added ('OK')	image/png	etag:%22f7c-64d7438f-95030303b959c587;;;%22	https://themedox.com/demo/madexry/assets/img/images/testi_avatar02.png	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/img/images/testi_avatar02.png	(from https://themedox.com/demo/madexry/index.html)
14:19:53	163392/163392	---M--	200	added ('OK')	image/jpeg	etag:%2227e40-64d7438a-8b2d4cd86ce1ae4;;;%22	https://themedox.com/demo/madexry/assets/img/bg/cta_bg.jpg	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/img/bg/cta_bg.jpg	(from https://themedox.com/demo/madexry/index.html)
14:19:53	76599/76599	---M--	200	added ('OK')	image/png	etag:%2212b37-64d7438e-4ab410562e61e5f1;;;%22	https://themedox.com/demo/madexry/assets/img/images/cta_img.png	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/img/images/cta_img.png	(from https://themedox.com/demo/madexry/index.html)
14:19:53	46066/46066	---M--	200	added ('OK')	image/jpeg	etag:%22b3f2-64d7438b-34a99c69bb51c3f6;;;%22	https://themedox.com/demo/madexry/assets/img/Machinery/h2_Machinery_post01.jpg	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/img/Machinery/h2_Machinery_post01.jpg	(from https://themedox.com/demo/madexry/index.html)
14:19:54	59373/59373	---M--	200	added ('OK')	image/jpeg	etag:%22e7ed-64d7438b-1897415cf5e17af4;;;%22	https://themedox.com/demo/madexry/assets/img/Machinery/h2_Machinery_post02.jpg	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/img/Machinery/h2_Machinery_post02.jpg	(from https://themedox.com/demo/madexry/index.html)
14:19:54	58577/58577	---M--	200	added ('OK')	image/jpeg	etag:%22e4d1-64d7438b-11a4e603c3129155;;;%22	https://themedox.com/demo/madexry/assets/img/Machinery/h2_Machinery_post03.jpg	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/img/Machinery/h2_Machinery_post03.jpg	(from https://themedox.com/demo/madexry/index.html)
14:19:54	30522/30522	---M--	200	added ('OK')	image/png	etag:%22773a-64d7438c-687fab6c8514905f;;;%22	https://themedox.com/demo/madexry/assets/img/brand/brand_img01.png	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/img/brand/brand_img01.png	(from https://themedox.com/demo/madexry/index.html)
14:19:54	28276/28276	---M--	200	added ('OK')	image/png	etag:%226e74-64d7438d-39869d1d5eafbb46;;;%22	https://themedox.com/demo/madexry/assets/img/brand/brand_img02.png	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/img/brand/brand_img02.png	(from https://themedox.com/demo/madexry/index.html)
14:19:54	29025/29025	---M--	200	added ('OK')	image/png	etag:%227161-64d7438d-17ced42a6a3f441;;;%22	https://themedox.com/demo/madexry/assets/img/brand/brand_img03.png	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/img/brand/brand_img03.png	(from https://themedox.com/demo/madexry/index.html)
14:19:55	24918/24918	---M--	200	added ('OK')	image/png	etag:%226156-64d7438d-d7f39a4951d3dcc5;;;%22	https://themedox.com/demo/madexry/assets/img/brand/brand_img04.png	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/img/brand/brand_img04.png	(from https://themedox.com/demo/madexry/index.html)
14:19:55	22212/22212	---M--	200	added ('OK')	image/png	etag:%2256c4-64d7438d-e67be3b3ee34c4e3;;;%22	https://themedox.com/demo/madexry/assets/img/brand/brand_img05.png	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/img/brand/brand_img05.png	(from https://themedox.com/demo/madexry/index.html)
14:19:55	30522/30522	---M--	200	added ('OK')	image/png	etag:%22773a-64d7438d-ffe78a6bcdedbc84;;;%22	https://themedox.com/demo/madexry/assets/img/brand/brand_img06.png	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/img/brand/brand_img06.png	(from https://themedox.com/demo/madexry/index.html)
14:19:55	28276/28276	---M--	200	added ('OK')	image/png	etag:%226e74-64d7438d-98e4d9176c6e74e5;;;%22	https://themedox.com/demo/madexry/assets/img/brand/brand_img07.png	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/img/brand/brand_img07.png	(from https://themedox.com/demo/madexry/index.html)
14:19:55	107748/107748	---M-Z	200	added ('OK')	application/x-javascript	etag:%221a4e4-64d74393-e5ca199f4935f721;gz%22	https://themedox.com/demo/madexry/assets/js/vendor/jquery-3.6.0.min.js	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/js/vendor/jquery-3.6.0.min.js	(from https://themedox.com/demo/madexry/index.html)
14:19:56	78129/78129	---M-Z	200	added ('OK')	application/x-javascript	etag:%2213131-64d74389-2fec59f7a67bc993;gz%22	https://themedox.com/demo/madexry/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/js/bootstrap.min.js	(from https://themedox.com/demo/madexry/index.html)
14:19:56	35503/35503	---M-Z	200	added ('OK')	application/x-javascript	etag:%228aaf-64d74389-e7fdca114763b0cb;gz%22	https://themedox.com/demo/madexry/assets/js/isotope.pkgd.min.js	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/js/isotope.pkgd.min.js	(from https://themedox.com/demo/madexry/index.html)
14:19:56	5594/5594	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215da-64d74389-4580f95e0468c4b4;gz%22	https://themedox.com/demo/madexry/assets/js/imagesloaded.pkgd.min.js	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/js/imagesloaded.pkgd.min.js	(from https://themedox.com/demo/madexry/index.html)
14:19:56	20216/20216	---M-Z	200	added ('OK')	application/x-javascript	etag:%224ef8-64d74389-bbe0c80ce256738e;gz%22	https://themedox.com/demo/madexry/assets/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/js/jquery.magnific-popup.min.js	(from https://themedox.com/demo/madexry/index.html)
14:19:57	12147/12147	---M-Z	200	added ('OK')	application/x-javascript	etag:%222f73-64d74389-8af29745bc0adff1;gz%22	https://themedox.com/demo/madexry/assets/js/jquery.odometer.min.js	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/js/jquery.odometer.min.js	(from https://themedox.com/demo/madexry/index.html)
14:19:57	4424/4424	---M-Z	200	added ('OK')	application/x-javascript	etag:%221148-64d74389-5a941ddc778cb8d6;gz%22	https://themedox.com/demo/madexry/assets/js/jquery.appear.js	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/js/jquery.appear.js	(from https://themedox.com/demo/madexry/index.html)
14:19:57	135574/135574	---M-Z	200	added ('OK')	application/x-javascript	etag:%2221196-64d74389-94a390bfd55c13ea;gz%22	https://themedox.com/demo/madexry/assets/js/swiper-bundle.min.js	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/js/swiper-bundle.min.js	(from https://themedox.com/demo/madexry/index.html)
14:19:57	42863/42863	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a76f-64d74389-a091499ccb38751d;gz%22	https://themedox.com/demo/madexry/assets/js/slick.min.js	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/js/slick.min.js	(from https://themedox.com/demo/madexry/index.html)
14:19:58	1774/1774	---M-Z	200	added ('OK')	application/x-javascript	etag:%226ee-64d74389-40a92f866c98b404;gz%22	https://themedox.com/demo/madexry/assets/js/slick-animation.min.js	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/js/slick-animation.min.js	(from https://themedox.com/demo/madexry/index.html)
14:19:58	12292/12292	---M-Z	200	added ('OK')	application/x-javascript	etag:%223004-64d74389-fb5f474408293586;gz%22	https://themedox.com/demo/madexry/assets/js/splitting.js	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/js/splitting.js	(from https://themedox.com/demo/madexry/index.html)
14:19:58	1442/1442	---M-Z	200	added ('OK')	application/x-javascript	etag:%225a2-64d74389-584bd5de1dbed724;gz%22	https://themedox.com/demo/madexry/assets/js/animation.js	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/js/animation.js	(from https://themedox.com/demo/madexry/index.html)
14:19:58	1250/1250	---M-Z	200	added ('OK')	application/x-javascript	etag:%224e2-64d74389-e9643d9750c086d1;gz%22	https://themedox.com/demo/madexry/assets/js/ajax-form.js	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/js/ajax-form.js	(from https://themedox.com/demo/madexry/index.html)
14:19:59	160976/160976	---M-Z	200	added ('OK')	application/x-javascript	etag:%22274d0-64d74389-19f0da45655cd14a;gz%22	https://themedox.com/demo/madexry/assets/js/tg-cursor.min.js	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/js/tg-cursor.min.js	(from https://themedox.com/demo/madexry/index.html)
14:19:59	8415/8415	---M-Z	200	added ('OK')	application/x-javascript	etag:%2220df-64d74389-ec7472e007cdb9b8;gz%22	https://themedox.com/demo/madexry/assets/js/wow.min.js	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/js/wow.min.js	(from https://themedox.com/demo/madexry/index.html)
14:19:59	17178/17178	---M-Z	200	added ('OK')	application/x-javascript	etag:%22431a-64d74389-87c18467c3836deb;gz%22	https://themedox.com/demo/madexry/assets/js/main.js	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/js/main.js	(from https://themedox.com/demo/madexry/index.html)
14:20:00	134294/134294	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220c96-64d74386-f5df1eb2b3602846;gz%22	https://themedox.com/demo/madexry/assets/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/fonts/fa-brands-400.eot	(from https://themedox.com/demo/madexry/assets/css/fontawesome-all.min.css)
14:20:00	76736/76736	---M--	200	added ('OK')	font/woff2	etag:%2212bc0-64d74386-b1139efa869c9a49;;;%22	https://themedox.com/demo/madexry/assets/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/fonts/fa-brands-400.woff2	(from https://themedox.com/demo/madexry/assets/css/fontawesome-all.min.css)
14:20:00	134294/134294	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220c96-64d74386-f5df1eb2b3602846;gz%22	https://themedox.com/demo/madexry/assets/fonts/fa-brands-400.eot?	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/fonts/fa-brands-400d41d.eot	(from https://themedox.com/demo/madexry/assets/css/fontawesome-all.min.css)
14:20:00	89988/89988	---M--	200	added ('OK')	application/font-woff	etag:%2215f84-64d74386-449795a97094674c;;;%22	https://themedox.com/demo/madexry/assets/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/manufacturing/themedox.com/demo/madexry/assets/fonts/fa-brands-400.woff	(from https://themedox.com/demo/madexry/assets/css/fontawesome-all.min.css)
